id,name_en,desc_en,keywords_en,name_pt,desc_pt,keywords_pt
~X~115601,Wadding,"wadding of textile materials and articles thereof; textile fibres, not exceeding 5 mm in length (flock), textile dust and mill neps.",NULL,Pastas de matérias têxteis,"pastas de matérias têxteis e suas obras; fibras têxteis, não superior a 5 mm de comprimento (tontisses), têxtil e neps moinho.",NULL
~X~115602,Felt,"felt, whether or not impregnated, coated, covered or laminated.",NULL,Feltro,"feltros, mesmo impregnados, revestidos, recobertos ou estratificados.",NULL
~X~115603,Non-woven Textiles,"nonwovens, whether or not impregnated, coated, covered or laminated.",NULL,Têxteis não tecidos,"falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados.",NULL
~X~115604,Rubber Textiles,"rubber thread and cord, textile covered; textile yarn, and strip and the like of heading 54.04 or 54.05, impregnated, coated, covered or sheathed with rubber or plastics.",NULL,Têxteis de borracha,"fios de borracha e cabo, recobertos de têxteis; fios têxteis, lâminas e formas semelhantes das posições 54.04 ou 54.05, impregnados, revestidos, recobertos ou embainhados de borracha ou plástico.",NULL
~X~115605,Metallic Yarn,"metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 54.04 or 54.05, combined with metal in the form of thread, strip or powder or covered with metal.",NULL,Fios metalizados,"fios metálicos, mesmo revestidos por enrolamento, constituídos por fios têxteis, lâminas ou formas semelhantes das posições 54.04 ou 54.05, combinados com metal sob a forma de fios, de lâminas ou de pós, ou recobertos de metal.",NULL
~X~115606,Gimp Yarn,"gimped yarn, and strip and the like of heading 54.04 or 54.05, gimped (other than those of heading 56.05 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale-yarn.",NULL,Fios de Gimp,"fios revestidos por enrolamento, lâminas e formas semelhantes das posições 54.04 ou 54.05, revestidas por enrolamento (excepto os da posição 56.05 e os fios de crina revestidos por enrolamento); fios de froco (chenille);. laço wale fio",NULL
~X~115607,Twine and Rope,"twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics.","cables, cordage","Cordéis, cordas e cabos, de juta, fibra liberianas","cordéis, cordas e cabos, entrançados ou não ou trançados e mesmo impregnados, revestidos, recobertos ou embainhados de borracha ou de plástico.",NULL
~X~115608,Netting,"knotted netting of twine, cordage or rope; made up fishing nets and other made up nets, of textile materials.","twine, cordage, rope, hammocks, fishing nets","Knotted compensação de cordéis, cordas ou cabos","atado a compensação de cordéis, cordas ou cabos; composta redes de pesca e outras redes de confeccionados, de matérias têxteis.",NULL
~X~115609,Other Articles of Twine and Rope,"articles of yarn, strip or the like of heading 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included.","yarn, cordage, cables","Artigos de fios, lâminas cordéis, cordas ou cabos, não especificados","artigos de fios, lâminas ou formas semelhantes das posições 54.04 ou 54.05, cordéis, cordas cordas ou cabos, não especificados nem compreendidos.",NULL
~X~1157,Carpets,carpets and other textile floor coverings,rugs,tapetes e outros revestimentos para pavimentos têxteis,tapetes e outros revestimentos para pavimentos têxteis,NULL
~X~115701,Knotted Carpets,"carpets and other textile floor coverings, knotted, whether or not made up.",NULL,"Tapetes, atado","tapetes e outros revestimentos para pavimentos têxteis, com nós, ou não constituída.",NULL
~X~115702,Hand-Woven Rugs,"carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including ""kelem"", ""schumacks"", ""karamanie"" and similar hand-woven rugs.",NULL,"Tapetes, tecidos, não tufados nem flocados, tapetes artesanais","tapetes e outros revestimentos para pavimentos têxteis, tecidos, não tufados nem flocados, mesmo confeccionados, incluídos os ""kelem"" """", ""schumacks"" """", ""karamanie"" ""e semelhantes, tecidos à mão tapetes.""",NULL
~X~115703,Tufted Carpets,"carpets and other textile floor coverings, tufted, whether or not made up.",NULL,"Tapetes, tufados","tapetes e outros revestimentos para pavimentos de matérias têxteis, tufados, mesmo composto.",NULL
~X~115704,Felt Carpets,"carpets and other textile floor coverings, of felt, not tufted or flocked, whether or not made up.",NULL,Tapetes de feltro,"tapetes e outros revestimentos para pavimentos têxteis, de feltro, exceto os tufados e os flocados, ou não constituída.",NULL
~X~115705,Other Carpets,"other carpets and other textile floor coverings, whether or not made up.",NULL,"Outros tapetes e revestimentos para pavimentos, de matérias têxteis","outros tapetes e outros revestimentos para pavimentos têxteis, quer ou não preparados.",NULL
~X~1158,Special Woven Fabrics,special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,"lace, tapestries, trimmings, embroidery","tecidos especiais, tecidos tufados, rendas; tapeçarias; passamanarias; bordados","tecidos especiais, tecidos tufados, rendas; tapeçarias; passamanarias; bordados",NULL
~X~115801,Woven Fabrics,"woven pile fabrics and chenille fabrics, other than fabrics of heading 58.02 or 58.06.",NULL,Tecidos veludos,"tecidos e pelúcias e tecidos de froco, excepto os tecidos das posições 58,02 ou 58,06.",NULL
~X~115802,Terry Fabric,"terry towelling and similar woven terry fabrics, other than narrow fabrics of heading 58.06; tufted textile fabrics, other than products of heading 57.03.",NULL,Argolas e tecidos semelhantes,"argolas e tecidos turcos semelhantes, excepto fitas da posição. 58,06; tecidos tufados, exceto os produtos da posição 57,03",NULL
~X~115803,Gauze,"gauze, other than narrow fabrics of heading 58.06.",NULL,Gaze,"ponto de gaze, excepto fitas da posição 58,06.",NULL
~X~115804,Tulles and Net Fabric,"tulles and other net fabrics, not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, other than fabrics of headings 60.02 to 60.06.",NULL,Tules e outros tecidos de rede,"tules e outros tecidos de rede, não incluindo tecidos de malha,. rendas em peça, em tiras ou em motivos, outros que os tecidos das posições 60.02 a 60.06",NULL
~X~115805,Hand-Woven Tapestries,"hand-woven tapestries of the type gobelins, flanders, aubusson, beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up.",NULL,Tapeçarias tecidas à mão,"tapeçarias tecidas à mão do género gobelins, flandres, aubusson, beauvais e semelhantes, e tapeçarias agulha-trabalharam (por exemplo: em petit point, ponto cruz), mesmo confeccionadas.",NULL
~X~115806,Narrow Woven Fabric,"narrow woven fabrics, other than goods of heading 58.07; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs).",NULL,Fitas,"fitas, excepto os produtos da posição 58.07; fitas. constituídos sem trama montada por meio de um adesivo (bolducs)",NULL
~X~115807,Labels,"Labels, badges and similar articles of textile materials",badges,"Etiquetas, emblemas e artigos semelhantes de matérias têxteis",NULL,NULL
~X~115808,Braids,"braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles.",NULL,Tranças em peça,"tranças em peça; passamanaria ou ornamentais em peça, não bordados, excepto de malha, borlas, pompons e artefatos semelhantes.",NULL
~X~115809,Metallic Fabric,"woven fabrics of metal thread and woven fabrics of metallised yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.",NULL,Tecido incorporando fios de metal,"tecidos de fios de metal e tecidos de fios metálicos da posição 56.05, dos tipos utilizados em vestuário, para guarnição de interiores ou usos semelhantes, não especificados nem compreendidos.",NULL
~X~115810,Embroidery Motifs,"embroidery in the piece, in strips or in motifs.",NULL,Bordados em peça,"bordados em peça, em tiras ou em motivos.",NULL
~X~115811,Quilted Textiles,"quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10.",NULL,Produtos têxteis acolchoados em peça,"têxteis acolchoados em peça, constituídos por uma ou mais camadas de matérias têxteis combinadas com estofamento por costura ou não, excepto os bordados da posição 58,10.",NULL
~X~1159,Coated Textile Fabric,"impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",NULL,"impregnados, revestidos, recobertos ou estratificados têxteis; artigos têxteis do tipo adequado para uso industrial","impregnados, revestidos, recobertos ou estratificados têxteis; artigos têxteis do tipo adequado para uso industrial",NULL
~X~115901,Gum Coated Textile Fabric,"textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like; tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations.",NULL,Tecidos revestidos de cola ou de matérias amiláceas,"tecidos revestidos de cola ou de matérias amiláceas, dos tipos utilizados para as capas, cartonagem ou usos semelhantes; pano de rastreio; telas preparadas para pintura; entretelas e tecidos rígidos semelhantes dos tipos utilizados em chapéus.",NULL
~X~115902,Polyamide Fabric,"tyre cord fabric of high tenacity yarn of nylon or other polyamides, polyesters or viscose rayon.","nylon, rayon, polyester",Tecido pneu cabo de fios de alta tenacidade de nylon,"tecido pneumáticos fabricadas com fios de alta tenacidade de nylon ou outras poliamidas, de poliésteres ou de raiom viscose.",NULL
~X~115903,Plastic Coated Textile Fabric,"textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02.",NULL,Tecidos impregnados com plásticos,"tecidos impregnados, revestidos, recobertos ou estratificados com plástico, exceto os da posição 59.02.",NULL
~X~115904,Linoleum,"linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape.",NULL,Linóleo,"linóleos, não cortados em forma; revestimentos para pavimentos constituídos por um induto ou recobrimento aplicado sobre suporte têxtil, mesmo recortados.",NULL
~X~115905,Textile Wall Coverings,textile wall coverings.,NULL,Revestimentos têxteis de parede,revestimentos têxteis de parede.,NULL
~X~115906,Rubber Textile Fabric,"rubberised textile fabrics, other than those of heading 59.02.",NULL,Tecidos com borracha,"borracha tecidos têxteis, excepto os da posição 59.02.",NULL
~X~115907,Coated Textile Fabric,"textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like.",painted,"Outros tecidos impregnados, revestidos ou recobertos","tecidos impregnados, revestidos ou recobertos; telas pintadas para cenários teatrais, estúdio e usos semelhantes ou afins.",NULL
~X~115908,Textile Wicks,"textile wicks, woven, plaited or knitted , for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated.",NULL,Mechas de matérias têxteis,"mechas de matérias têxteis, tecidas, entrançadas ou tricotadas, para candeeiros, fogareiros, isqueiros, velas e semelhantes; camisas de incandescência e tubulares tricotados tecido manto, mesmo impregnados.",NULL
~X~115909,Hosepiping Textiles,"textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials.",tubing,Mangueiras e tubos semelhantes,"mangueiras e tubos têxteis semelhantes, com ou sem armadura de revestimento, ou acessórios de outros materiais.",NULL
~X~115910,Conveyor Belt Textiles,"transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material.",transmission,Têxtil de correias de transmissão ou de transporte,"transmissão ou correias transportadoras ou de transmissão, de matérias têxteis, mesmo impregnados, revestidos, recobertos ou estratificados com plástico ou reforçadas com metal ou outro material.",NULL
~X~115911,Technical Use Textiles,"textile products and articles, for technical uses, specified in note 7 to this chapter.",NULL,"Tecido para roupas cartão, uso técnico","os produtos têxteis e artigos para usos técnicos, indicados na nota 7 do presente capítulo.",NULL
